"","GSE197754_enriched environment (EE)"
"12889",0.00133996574421755
"12891",0.00247838485285319
"12892",0.0030887381903779
"12894",0.00627516361407331
"12895",0.0833115711288428
"12896",0.0170582570805167
"12902",0.143106418626849
"12903",0.114526598537679
"12904",0.0705027758397465
"12905",0.0129188688823196
"12908",0.00276912575565298
"12909",0.00382953572026297
"12912",0.00229278786745578
"12913",0.00329176359262909
"12914",0.00349002600084399
"12915",0.00393515602755126
"12916",0.00660827973684278
"12918",0.0407547003460513
"12919",0.00370184958492451
"12921",0.0199908983396113
"12922",0.0474918226716621
"12925",0.103506788885864
"12927",0.0052901035979049
"12928",0.00202216907221014
"12929",0.00343939767479131
"12931",0.0120925739347876
"12933",0.00255297453386523
"12934",0.0034627442222197
"12936",0.00593513821026972
"12937",0.0525705557103295
"12939",0.0229117901333166
"12941",0.0139081004865948
"12942",0.018844848268343
"12943",0.0189167333176889
"12946",0.00808926187325073
"12950",0.00260430508412905
"12951",0.62133367003056
"12952",0.00565067835246573
"12953",0.00292560480535565
"12955",0.00395361064167278
"12957",1.10477671596584
"12959",0.268881050719608
"12960",0.0322449498037265
"12962",0.0994699198676489
"12964",0.457845493231582
"12970",0.577125372268595
"12971",0.00381287185402425
"12972",0.00834930965089542
"12974",0.00167750921026049
"12977",0.00518983341582477
"12978",0.0020642958516862
"12982",0.00731615054630521
"12983",0.102708091545026
"12984",0.0719551525195585
"12986",0.020726104547887
"12988",0.00459234241227407
"12995",0.00192338491026149
"13000",0.00353283016726062
"13001",0.00400246460203685
"13002",0.00152743499919514
"13003",0.00481268541405384
"13004",0.00238349803112875
"13006",0.00191848722401029
"13007",0.00146639078043511
"13008",0.0191308005474293
"13010",0.00122606296063938
"13011",0.81544339237379
"13014",0.00724956463585807
"13016",0.00176541204717181
"13017",0.00294926285962771
"13018",0.00177385872691993
"13019",0.116032754772691
"13024",0.0312715811180726
"13025",0.26450159007216
"13026",0.00375000383264172
"13030",0.0014198697752573
"13032",0.00888812278122931
"13033",0.00215154227985311
"13036",0.00783358884700536
"13038",0.0325181402848697
"13039",0.0019405086460299
"13040",0.00194832958715842
"13043",0.00197530864197531
"13046",0.0019090292689839
"13047",0.00356040610359423
"13048",0.0128625985015226
"13051",0.00283478962185078
"13052",0.0047265135914133
"13056",0.00374736846734847
"13057",0.0276430978414554
"13058",0.101909669037569
"13063",0.00227221359703739
"13070",0.0164721969393165
"13075",0.584132653061224
"13076",0.48977789910971
"13078",0.0306161546943068
"13082",0.139055661945264
"13087",1.10169463909973
"13088",0.936470520801564
"13107",0.198206218239177
"13110",0.00519959024317871
"13113",0.0901047424991396
"13115",0.146262983968387
"13116",0.00263611496579362
"13120",0.43736644215932
"13121",0.00185406697460559
"13123",0.00433705035071027
"13131",0.0028866750019014
"13132",0.00970912725964011
"13134",0.0159670659970635
"13135",0.00643457485891115
"13136",0.0107660654466629
"13138",0.00191683952176042
"13139",0.00824124707919818
"13142",0.365045981986855
"13143",0.0747778435243417
"13144",0.00508507477713955
"13162",0.454117537228601
"13163",0.00561329953514863
"13164",0.0257102089747061
"13166",0.134550741757188
"13167",0.00307552715613494
"13168",0.117551020408163
"13169",0.0033807859726007
"13170",0.0140340758698496
"13171",0.00436784754132154
"13175",0.00141623246183719
"13176",0.00338908651866679
"13177",0.00731690916830245
"13178",0.00410436724516718
"13179",0.00739646748942941
"13180",0.0230748347086767
"13185",0.0038919979595836
"13190",0.132287992699534
"13191",0.00213717434628609
"13193",0.00458839147293634
"13194",0.00176992827627363
"13195",0.017191182705632
"13196",0.00529762858516263
"13197",0.0195580875992244
"13198",0.00381066092026338
"13199",0.00230334419697194
"13200",0.00234194139632681
"13202",0.00652692594662248
"13204",0.00204295531703679
"13205",0.00163000181410447
"13206",0.021823347107438
"13207",0.0013158400615148
"13209",0.00169815116259135
"13211",0.00182324766216806
"13214",0.764154400714291
"13244",0.00192924014336607
"13340",0.00962207040715361
"13345",0.0963407012207061
"13346",0.083485775723698
"13347",0.00600401938405129
"13349",1.7908238029593
"13350",0.0112522002797068
"13353",0.00478377937668796
"13356",0.00292077287725195
