"","Probe","NCBIid","gene_ensembl_id","GeneSymbol","GeneName","pvalue","corrected_pvalue","rank","contrast_166916_coefficient","contrast_166916_log2fc","contrast_166916_tstat","contrast_166916_pvalue","contrast_166917_coefficient","contrast_166917_log2fc","contrast_166917_tstat","contrast_166917_pvalue","contrast_166919_coefficient","contrast_166919_log2fc","contrast_166919_tstat","contrast_166919_pvalue"
"8654",433801,433801,"ENSMUSG00000078502","Zfp268","zinc finger protein 268",0.2528,0.6006,0.421,0.3548,0.3548,0.8772,0.3892,0.563,0.563,1.438,0.1634,-0.1693,-0.1693,-0.3561,0.7249
"8655",53859,53859,"ENSMUSG00000020941","Map3k14","mitogen-activated protein kinase kinase kinase 14",0.2528,0.6006,0.4209,0.1296,0.1296,1.3697,0.1836,0.1109,0.1109,1.1937,0.2444,-0.0313,-0.0313,-0.2923,0.7726
"8656",382090,382090,"ENSMUSG00000056919","Cep162","centrosomal protein 162",0.2528,0.6006,0.421,-0.1033,-0.1033,-1.212,0.2374,-0.0347,-0.0347,-0.4178,0.6799,-0.1759,-0.1759,-1.8269,0.0803
"8657",234582,234582,"ENSMUSG00000063605","Ccdc102a","coiled-coil domain containing 102A",0.2529,0.6006,0.4211,0.0876,0.0876,0.4321,0.6695,-0.1468,-0.1468,-0.7242,0.476,-0.3197,-0.3197,-1.3509,0.1894
"8658",16706,16706,"ENSMUSG00000018334","Ksr1","kinase suppressor of ras 1",0.2529,0.6006,0.4211,-0.0832,-0.0832,-0.9478,0.3528,0.0314,0.0314,0.3666,0.7172,-0.1205,-0.1205,-1.2164,0.2358
"8659",65100,65100,"ENSMUSG00000041703","Zic5","zinc finger protein of the cerebellum 5",0.2531,0.6008,0.4213,-0.2152,-0.2152,-0.8829,0.3861,-0.141,-0.141,-0.5951,0.5574,-0.5761,-0.5761,-2.0099,0.0559
"8660",101243624,101243624,"ENSMUSG00000106230","Gm29811","predicted gene, 29811",0.2531,0.6008,0.4212,-0.399,-0.399,-1.3566,0.1877,0.0922,0.0922,0.3373,0.7388,-0.2063,-0.2063,-0.6371,0.5302
"8661",20856,20856,"ENSMUSG00000020303","Stc2","stanniocalcin 2",0.2531,0.6008,0.4213,-0.2808,-0.2808,-1.3141,0.2013,-0.0221,-0.0221,-0.1083,0.9147,-0.3676,-0.3676,-1.5078,0.1448
"8662",12015,12015,"ENSMUSG00000024959","Bad","BCL2-associated agonist of cell death",0.253,0.6008,0.4212,-8.969e-05,-8.969e-05,-0.001,0.9992,-0.0446,-0.0446,-0.5025,0.6199,-0.1787,-0.1787,-1.7366,0.0954
"8663",216613,216613,"ENSMUSG00000032878","Ccdc85a","coiled-coil domain containing 85A",0.2533,0.6011,0.4214,-0.0345,-0.0345,-0.6605,0.5153,0.0546,0.0546,1.071,0.2949,0.0164,0.0164,0.2792,0.7825
"8664",12825,12825,"ENSMUSG00000026043","Col3a1","collagen, type III, alpha 1",0.2533,0.6012,0.4214,0.9297,0.9297,1.799,0.0847,1.0163,1.0163,2.0072,0.0562,0.9745,0.9745,1.7571,0.0918
"8665",105243331,105243331,"","Gm39284","predicted gene, 39284",0.2534,0.6013,0.4214,-0.3241,-0.3241,-0.5804,0.5671,-0.853,-0.853,-1.4878,0.1499,-1.294,-1.294,-1.8022,0.0842
"8666",328789,328789,"ENSMUSG00000062252","Lhfpl5","lipoma HMGIC fusion partner-like 5",0.2534,0.6013,0.4215,-0.1078,-0.1078,-0.7129,0.4828,-0.1997,-0.1997,-1.3341,0.1948,0.0843,0.0843,0.5111,0.614
"8667",244813,244813,"ENSMUSG00000054360","Bsx","brain specific homeobox",0.2535,0.6014,0.4215,-0.9396,-0.9396,-1.764,0.0906,-0.7551,-0.7551,-1.4745,0.1535,-1.0857,-1.0857,-1.7491,0.0932
"8668",244216,244216,"ENSMUSG00000054716","Zfp771","zinc finger protein 771",0.2536,0.6014,0.4216,0.0461,0.0461,0.5042,0.6188,-0.0618,-0.0618,-0.6844,0.5003,-0.1326,-0.1326,-1.2747,0.2147
"8669",69549,69549,"ENSMUSG00000079283","2310009B15Rik","RIKEN cDNA 2310009B15 gene",0.2536,0.6015,0.4216,-0.0961,-0.0961,-0.7828,0.4415,-0.2424,-0.2424,-1.9863,0.0586,-0.1574,-0.1574,-1.1379,0.2665
"8670",18669,18669,"ENSMUSG00000028970","Abcb1b","ATP-binding cassette, sub-family B member 1B",0.2537,0.6016,0.4218,0.0971,0.0971,0.8839,0.3856,-0.0862,-0.0862,-0.7877,0.4387,0.0639,0.0639,0.5207,0.6074
"8671",20680,20680,"ENSMUSG00000063060","Sox7","SRY (sex determining region Y)-box 7",0.2537,0.6016,0.4217,0.0462,0.0462,0.2694,0.79,0.1678,0.1678,1.008,0.3236,-0.1792,-0.1792,-0.9138,0.37
"8672",20775,20775,"ENSMUSG00000022351","Sqle","squalene epoxidase",0.2537,0.6016,0.4217,-0.0139,-0.0139,-0.2749,0.7857,-0.0131,-0.0131,-0.2655,0.7929,0.08,0.08,1.4152,0.17
"8673",108168162,108168162,"","Gm43305","predicted gene 43305",0.2538,0.6016,0.4218,0.3709,0.3709,1.78,0.0879,0.3256,0.3256,1.5881,0.1255,0.108,0.108,0.4561,0.6524
"8674",69702,69702,"ENSMUSG00000027305","Ndufaf1","NADH:ubiquinone oxidoreductase complex assembly factor 1",0.2538,0.6016,0.4219,-0.0156,-0.0156,-0.3196,0.7521,0.0423,0.0423,0.8896,0.3826,0.0738,0.0738,1.3648,0.1851
"8675",242248,242248,"ENSMUSG00000037922","Bank1","B cell scaffold protein with ankyrin repeats 1",0.2539,0.6016,0.4219,-0.1276,-0.1276,-0.9621,0.3457,-0.2605,-0.2605,-1.9832,0.059,-0.0867,-0.0867,-0.5859,0.5635
"8676",218440,218440,"ENSMUSG00000045034","Ankrd34b","ankyrin repeat domain 34B",0.2539,0.6016,0.422,-0.0907,-0.0907,-1.1211,0.2734,-0.008,-0.008,-0.101,0.9204,0.0724,0.0724,0.8075,0.4274
"8677",100503816,100503816,"ENSMUSG00000086593","Gm16548","predicted gene 16548",0.2539,0.6017,0.422,-1.0487,-1.0487,-2.002,0.0568,-0.7411,-0.7411,-1.4937,0.1484,-0.4723,-0.4723,-0.8459,0.406
"8678",68241,68241,"ENSMUSG00000025732","Mcrip2","MAPK regulated corepressor interacting protein 2",0.254,0.6017,0.4221,-0.0655,-0.0655,-0.6078,0.5491,-0.1228,-0.1228,-1.1569,0.2588,-0.2423,-0.2423,-1.9702,0.0606
"8679",114741,114741,"ENSMUSG00000035726","Supt16","SPT16, facilitates chromatin remodeling subunit",0.254,0.6017,0.4222,-0.0334,-0.0334,-0.8239,0.4182,-0.0134,-0.0134,-0.3391,0.7375,0.0491,0.0491,1.0805,0.2908
"8680",100038949,100038949,"ENSMUSG00000091049","Gm1979","predicted gene 1979",0.254,0.6017,0.4221,-0.0069,-0.0069,-0.0232,0.9817,0.344,0.344,1.2179,0.2352,0.4494,0.4494,1.4382,0.1634
"8681",170706,170706,"ENSMUSG00000050777","Tmem37","transmembrane protein 37",0.2541,0.6017,0.4222,-0.5092,-0.5092,-2.0196,0.0548,-0.3139,-0.3139,-1.3016,0.2055,-0.1914,-0.1914,-0.7071,0.4864
"8682",73106,73106,"ENSMUSG00000020323","Prss57","serine protease 57",0.2541,0.6017,0.4223,0.2888,0.2888,1.704,0.1014,0.1305,0.1305,0.7728,0.4473,0.3208,0.3208,1.7149,0.0994
"8683",102640570,102640570,"","Gm36604","predicted gene, 36604",0.2541,0.6018,0.4223,-0.8678,-0.8678,-1.9768,0.0598,-0.2579,-0.2579,-0.6395,0.5286,-0.4627,-0.4627,-0.9595,0.347
"8684",235036,235036,"ENSMUSG00000004100","Ppan","peter pan homolog",0.2544,0.6019,0.4226,0.0838,0.0838,1.1418,0.2649,-0.0427,-0.0427,-0.5862,0.5633,0.0062,0.0062,0.0755,0.9404
"8685",12702,12702,"ENSMUSG00000053113","Socs3","suppressor of cytokine signaling 3",0.2543,0.6019,0.4225,0.2595,0.2595,1.5781,0.1278,0.0698,0.0698,0.4263,0.6737,-0.0257,-0.0257,-0.1369,0.8923
"8686",217030,217030,"ENSMUSG00000034940","Synrg","synergin, gamma",0.2544,0.6019,0.4226,-0.0634,-0.0634,-1.4214,0.1682,-0.0717,-0.0717,-1.6454,0.113,-0.007,-0.007,-0.1387,0.8908
"8687",207212,207212,"ENSMUSG00000032875","Arhgef17","Rho guanine nucleotide exchange factor 17",0.2544,0.6019,0.4227,-0.0217,-0.0217,-0.4593,0.6502,0.001,0.001,0.0211,0.9833,-0.09,-0.09,-1.6899,0.1041
"8688",231858,231858,"ENSMUSG00000029576","Radil","Ras association and DIL domains",0.2542,0.6019,0.4224,0.0832,0.0832,1.2181,0.2351,0.0026,0.0026,0.0385,0.9696,-0.0498,-0.0498,-0.6452,0.525
"8689",269233,269233,"ENSMUSG00000050530","Fam171a1","family with sequence similarity 171, member A1",0.2543,0.6019,0.4224,-0.0621,-0.0621,-1.7506,0.0929,-0.0289,-0.0289,-0.8346,0.4123,-0.0679,-0.0679,-1.6994,0.1023
"8690",27406,27406,"ENSMUSG00000003234","Abcf3","ATP-binding cassette, sub-family F member 3",0.2544,0.6019,0.4227,-0.0552,-0.0552,-1.372,0.1829,-0.0744,-0.0744,-1.8903,0.071,-0.0214,-0.0214,-0.4726,0.6408
"8691",78439,78439,"ENSMUSG00000109408","A930037H05Rik","RIKEN cDNA A930037H05 gene",0.2544,0.6019,0.4225,-0.2254,-0.2254,-1.4966,0.1477,-0.1911,-0.1911,-1.3027,0.2052,0.0167,0.0167,0.1016,0.92
"8692",319616,319616,"ENSMUSG00000072591","Fzd10os","frizzled class receptor 10, opposite strand",0.2546,0.6021,0.4228,-0.1327,-0.1327,-0.6424,0.5267,-0.1837,-0.1837,-0.9047,0.3747,0.1933,0.1933,0.8758,0.3899
"8693",320615,320615,"ENSMUSG00000034973","Dop1a","DOP1 leucine zipper like protein A",0.2546,0.6021,0.4228,-0.1258,-0.1258,-1.3904,0.1773,-0.0729,-0.0729,-0.8248,0.4177,0.0453,0.0453,0.4473,0.6587
"8694",23894,23894,"ENSMUSG00000021639","Gtf2h2","general transcription factor II H, polypeptide 2",0.2546,0.6022,0.4229,0.0228,0.0228,0.3292,0.7449,-0.0075,-0.0075,-0.1097,0.9135,0.1244,0.1244,1.6211,0.1182
"8695",72658,72658,"ENSMUSG00000062198","2700097O09Rik","RIKEN cDNA 2700097O09 gene",0.2548,0.6024,0.4229,0.1911,0.1911,1.4394,0.1631,0.2557,0.2557,1.9721,0.0603,0.1075,0.1075,0.7213,0.4777
"8696",433374,433374,"ENSMUSG00000104117","Gm20743","predicted gene, 20743",0.2548,0.6024,0.423,-0.0965,-0.0965,-0.5535,0.5851,0.1856,0.1856,1.1133,0.2767,-0.0347,-0.0347,-0.179,0.8595
"8697",108168793,108168793,"","Gm46764","predicted gene, 46764",0.2548,0.6024,0.423,-0.1487,-0.1487,-0.8637,0.3964,-0.0766,-0.0766,-0.4572,0.6517,0.1835,0.1835,0.9916,0.3314
"8698",13864,13864,"ENSMUSG00000002393","Nr2f6","nuclear receptor subfamily 2, group F, member 6",0.2548,0.6024,0.423,-0.0352,-0.0352,-0.5705,0.5737,-0.0924,-0.0924,-1.5261,0.1402,-0.1225,-0.1225,-1.759,0.0914
"8699",20462,20462,"ENSMUSG00000022858","Tra2b","transformer 2 beta",0.255,0.6025,0.4232,-0.0422,-0.0422,-0.939,0.3572,0.0255,0.0255,0.5825,0.5657,-0.044,-0.044,-0.8706,0.3927
"8700",105242625,105242625,"","Gm38786","predicted gene, 38786",0.2549,0.6025,0.4231,-0.193,-0.193,-0.4328,0.6691,-0.8837,-0.8837,-1.8977,0.0699,-0.4552,-0.4552,-0.8826,0.3863
"8701",102638270,102638270,"","Gm34872","predicted gene, 34872",0.2549,0.6025,0.4231,0.3968,0.3968,1.7182,0.0987,0.3773,0.3773,1.6591,0.1102,0.1216,0.1216,0.4617,0.6485
"8702",100043911,100043911,"ENSMUSG00000121504","Ppp4r1l-ps","protein phosphatase 4, regulatory subunit 1-like, pseudogene",0.255,0.6026,0.4232,-0.0634,-0.0634,-0.6098,0.5478,-0.1568,-0.1568,-1.5271,0.1399,0.0329,0.0329,0.2872,0.7764
"8703",54426,54426,"ENSMUSG00000029102","Hgfac","hepatocyte growth factor activator",0.2551,0.6026,0.4233,0.2729,0.2729,0.4711,0.6419,-0.7998,-0.7998,-1.2966,0.2072,-0.1617,-0.1617,-0.2391,0.8131
"8704",94315,94315,"ENSMUSG00000004895","Prcc","papillary renal cell carcinoma (translocation-associated)",0.2552,0.6026,0.4234,0.0045,0.0045,0.1043,0.9178,-0.0156,-0.0156,-0.3689,0.7155,-0.0805,-0.0805,-1.6572,0.1106
"8705",320614,320614,"ENSMUSG00000097622","A330033J07Rik","RIKEN cDNA A330033J07 gene",0.2552,0.6026,0.4234,-0.1508,-0.1508,-0.7255,0.4752,-0.3564,-0.3564,-1.7092,0.1004,0.0075,0.0075,0.0331,0.9738
"8706",268752,268752,"ENSMUSG00000014547","Wdfy2","WD repeat and FYVE domain containing 2",0.2551,0.6026,0.4233,-0.0615,-0.0615,-1.0755,0.293,0.0222,0.0222,0.3974,0.6946,0.0397,0.0397,0.6217,0.54
"8707",68328,68328,"ENSMUSG00000027935","Rab13","RAB13, member RAS oncogene family",0.2552,0.6026,0.4235,0.0269,0.0269,0.2342,0.8168,0.1458,0.1458,1.3068,0.2038,-0.0683,-0.0683,-0.5278,0.6025
"8708",104416,104416,"ENSMUSG00000021901","Bap1","Brca1 associated protein 1",0.2553,0.6028,0.4235,-0.0083,-0.0083,-0.2456,0.8081,-0.0255,-0.0255,-0.7686,0.4497,-0.0705,-0.0705,-1.8426,0.0779
"8709",619719,619719,"ENSMUSG00000097583","6430590A07Rik","RIKEN cDNA 6430590A07 gene",0.2555,0.6032,0.4236,0.3586,0.3586,1.9074,0.0686,0.3521,0.3521,1.908,0.0685,0.2803,0.2803,1.3349,0.1945
"8710",64294,64294,"ENSMUSG00000026223","Itm2c","integral membrane protein 2C",0.2556,0.6033,0.4236,-0.0263,-0.0263,-0.3642,0.7189,-0.0877,-0.0877,-1.2437,0.2257,-0.1455,-0.1455,-1.7872,0.0867
"8711",73836,73836,"ENSMUSG00000037089","Slc35b2","solute carrier family 35, member B2",0.2557,0.6033,0.4238,-0.0886,-0.0886,-1.1171,0.2751,-0.1247,-0.1247,-1.601,0.1226,0.0069,0.0069,0.0789,0.9378
"8712",22067,22067,"ENSMUSG00000041710","Trpc5","transient receptor potential cation channel, subfamily C, member 5",0.2556,0.6033,0.4237,0.0149,0.0149,0.1753,0.8624,0.1186,0.1186,1.4303,0.1656,0.1393,0.1393,1.4632,0.1565
"8713",210106,210106,"ENSMUSG00000034575","Tent4a","terminal nucleotidyltransferase 4A",0.2556,0.6033,0.4237,-0.0617,-0.0617,-1.4552,0.1587,-0.0409,-0.0409,-0.9862,0.3339,-0.0951,-0.0951,-1.991,0.0581
"8714",233532,233532,"ENSMUSG00000035623","Rsf1","remodeling and spacing factor 1",0.2557,0.6034,0.4238,-0.0655,-0.0655,-1.1307,0.2694,0.0167,0.0167,0.2947,0.7708,0.0388,0.0388,0.5971,0.5561
"8715",30052,30052,"ENSMUSG00000039278","Pcsk1n","proprotein convertase subtilisin/kexin type 1 inhibitor",0.256,0.604,0.4239,0.0276,0.0276,0.2766,0.7845,-0.1169,-0.1169,-1.1987,0.2425,-0.1244,-0.1244,-1.1057,0.2799
"8716",240332,240332,"ENSMUSG00000052026","Slc6a7","solute carrier family 6 (neurotransmitter transporter, L-proline), member 7",0.256,0.604,0.4239,0.1534,0.1534,1.8148,0.0822,0.0363,0.0363,0.4377,0.6655,0.0906,0.0906,0.9516,0.3509
"8717",13394,13394,"ENSMUSG00000020871","Dlx4","distal-less homeobox 4",0.2561,0.604,0.424,0.4574,0.4574,1.143,0.2644,-0.1598,-0.1598,-0.3847,0.7039,-0.1692,-0.1692,-0.3612,0.7211
"8718",105243954,105243954,"","Gm39661","predicted gene, 39661",0.2561,0.604,0.424,0.6093,0.6093,1.465,0.156,0.5652,0.5652,1.3791,0.1807,-0.0397,-0.0397,-0.0809,0.9362
"8719",14407,14407,"ENSMUSG00000055026","Gabrg3","gamma-aminobutyric acid type A receptor, subunit gamma 3",0.2561,0.604,0.4241,-0.1607,-0.1607,-1.7094,0.1004,-0.1243,-0.1243,-1.352,0.1891,-0.0175,-0.0175,-0.1669,0.8688
"8720",546144,546144,"ENSMUSG00000044976","Wdr72","WD repeat domain 72",0.2562,0.6041,0.4241,-0.6785,-0.6785,-1.0748,0.2932,-1.034,-1.034,-1.6236,0.1176,-1.4784,-1.4784,-1.8596,0.0754
"8721",16443,16443,"ENSMUSG00000022957","Itsn1","intersectin 1 (SH3 domain protein 1A)",0.2563,0.6041,0.4243,0.0064,0.0064,0.1194,0.9059,0.0779,0.0779,1.481,0.1517,-0.0093,-0.0093,-0.1527,0.8799
"8722",99526,99526,"ENSMUSG00000039701","Usp53","ubiquitin specific peptidase 53",0.2564,0.6041,0.4245,-0.1499,-0.1499,-1.5525,0.1338,-0.0855,-0.0855,-0.9092,0.3724,0.0246,0.0246,0.2305,0.8196
"8723",12904,12904,"ENSMUSG00000004885","Crabp2","cellular retinoic acid binding protein II",0.2565,0.6041,0.4245,0.8414,0.8414,1.636,0.115,0.8219,0.8219,1.6214,0.1181,1.1152,1.1152,2.0516,0.0514
"8724",17472,17472,"ENSMUSG00000079363","Gbp4","guanylate binding protein 4",0.2564,0.6041,0.4244,0.0521,0.0521,0.3071,0.7614,0.2389,0.2389,1.4584,0.1578,0.2885,0.2885,1.5731,0.1289
"8725",67031,67031,"ENSMUSG00000038398","Upf3a","UPF3 regulator of nonsense transcripts homolog A (yeast)",0.2564,0.6041,0.4244,0.0317,0.0317,0.4781,0.637,-0.0796,-0.0796,-1.2173,0.2354,-0.0015,-0.0015,-0.0196,0.9845
"8726",102636067,102636067,"","Gm33240","predicted gene, 33240",0.2563,0.6041,0.4242,0.9248,0.9248,1.7939,0.0855,0.7596,0.7596,1.4811,0.1517,1.0919,1.0919,1.9768,0.0598
"8727",74364,74364,"ENSMUSG00000055061","4931431C16Rik","RIKEN cDNA 4931431C16 gene",0.2563,0.6041,0.4242,-0.8106,-0.8106,-1.5,0.1468,0.0042,0.0042,0.0086,0.9932,0.1445,0.1445,0.263,0.7948
"8728",56409,56409,"ENSMUSG00000024213","Nudt3","nudix hydrolase 3",0.2564,0.6041,0.4243,-0.0067,-0.0067,-0.1223,0.9037,-0.0072,-0.0072,-0.133,0.8953,-0.1057,-0.1057,-1.7027,0.1017
"8729",107239,107239,"ENSMUSG00000075289","Carns1","carnosine synthase 1",0.2565,0.6042,0.4245,-0.1737,-0.1737,-1.5061,0.1452,-0.0648,-0.0648,-0.579,0.5681,0.0428,0.0428,0.3403,0.7366
"8730",19211,19211,"ENSMUSG00000013663","Pten","phosphatase and tensin homolog",0.2565,0.6042,0.4246,-0.0078,-0.0078,-0.1811,0.8579,0.0294,0.0294,0.6957,0.4933,0.0764,0.0764,1.5708,0.1294
"8731",69659,69659,"ENSMUSG00000060530","2310069G16Rik","RIKEN cDNA 2310069G16 gene",0.2566,0.6043,0.4246,-0.1715,-0.1715,-1.0442,0.3069,0.0632,0.0632,0.4009,0.6921,-0.199,-0.199,-1.0779,0.2919
"8732",20391,20391,"ENSMUSG00000001508","Sgca","sarcoglycan, alpha (dystrophin-associated glycoprotein)",0.2568,0.6047,0.4247,-0.3955,-0.3955,-1.0076,0.3238,-0.4065,-0.4065,-1.0566,0.3013,-0.9882,-0.9882,-2.0761,0.0489
"8733",77609,77609,"ENSMUSG00000039632","Odad3","outer dynein arm docking complex subunit 3",0.2571,0.6048,0.425,0.0432,0.0432,0.4666,0.645,0.0908,0.0908,1.0028,0.326,-0.0939,-0.0939,-0.8929,0.3809
"8734",75452,75452,"ENSMUSG00000020412","Ascc2","activating signal cointegrator 1 complex subunit 2",0.2573,0.6048,0.4254,0.0565,0.0565,1.09,0.2866,0.0803,0.0803,1.5833,0.1266,-0.006,-0.006,-0.1037,0.9183
"8735",102636479,102636479,"","Gm33534","predicted gene, 33534",0.2572,0.6048,0.4252,1.1215,1.1215,1.7026,0.1017,1.3202,1.3202,2.0574,0.0508,1.136,1.136,1.5936,0.1242
"8736",66877,66877,"ENSMUSG00000001767","Crnkl1","crooked neck pre-mRNA splicing factor 1",0.2569,0.6048,0.4247,-0.1131,-0.1131,-1.7963,0.0852,-0.0245,-0.0245,-0.3995,0.6931,-0.0303,-0.0303,-0.4324,0.6694
"8737",94253,94253,"ENSMUSG00000021301","Hecw1","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1",0.257,0.6048,0.4248,0.1148,0.1148,1.1804,0.2495,0.1793,0.1793,1.8871,0.0714,0.1909,0.1909,1.7493,0.0931
"8738",20832,20832,"ENSMUSG00000002014","Ssr4","signal sequence receptor, delta",0.2572,0.6048,0.4252,-0.1424,-0.1424,-1.7877,0.0866,-0.1481,-0.1481,-1.8983,0.0699,-0.088,-0.088,-0.9908,0.3318
"8739",15466,15466,"ENSMUSG00000034987","Hrh2","histamine receptor H2",0.2571,0.6048,0.4251,-0.0133,-0.0133,-0.1377,0.8916,0.0974,0.0974,1.0401,0.3087,0.1538,0.1538,1.4556,0.1586
"8740",239364,239364,"ENSMUSG00000038984","Tspyl5","testis-specific protein, Y-encoded-like 5",0.2573,0.6048,0.4254,0.0486,0.0486,1.0212,0.3174,0.0682,0.0682,1.4664,0.1556,0.1071,0.1071,2.009,0.056
"8741",102639888,102639888,"ENSMUSG00000091558","Gm17227","predicted gene 17227",0.257,0.6048,0.4249,0.5888,0.5888,1.0839,0.2893,0.5007,0.5007,0.9315,0.361,-0.5025,-0.5025,-0.7406,0.4662
"8742",628746,628746,"ENSMUSG00000055763","Rybp-ps","RING1 and YY1 binding protein, pseudogene",0.2573,0.6048,0.4255,-0.4477,-0.4477,-1.2683,0.217,0.1594,0.1594,0.4884,0.6297,-0.0151,-0.0151,-0.0403,0.9682
"8743",80708,80708,"ENSMUSG00000027257","Pacsin3","protein kinase C and casein kinase substrate in neurons 3",0.2571,0.6048,0.4249,0.0546,0.0546,0.8233,0.4185,0.0641,0.0641,0.986,0.3341,-0.0586,-0.0586,-0.7818,0.442
"8744",67836,67836,"ENSMUSG00000005150","Wdr83","WD repeat domain containing 83",0.2572,0.6048,0.4251,0.031,0.031,0.4724,0.641,-0.0108,-0.0108,-0.1675,0.8684,-0.1047,-0.1047,-1.4097,0.1716
"8745",270109,270109,"ENSMUSG00000060212","Pcnx2","pecanex homolog 2",0.2573,0.6048,0.4253,-0.0385,-0.0385,-0.7308,0.472,-0.0988,-0.0988,-1.9148,0.0676,-0.0353,-0.0353,-0.5942,0.558
"8746",11423,11423,"ENSMUSG00000023328","Ache","acetylcholinesterase",0.257,0.6048,0.4248,-0.0479,-0.0479,-0.6891,0.4974,-0.1129,-0.1129,-1.655,0.1111,0.0055,0.0055,0.0701,0.9447
"8747",102640635,102640635,"","Gm26615","predicted gene, 26615",0.2571,0.6048,0.425,6e-04,6e-04,0.0023,0.9982,-0.2958,-0.2958,-1.0494,0.3045,-0.5429,-0.5429,-1.615,0.1195
"8748",26879,26879,"ENSMUSG00000043300","B3galnt1","UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 1",0.2572,0.6048,0.4253,-0.0329,-0.0329,-0.6641,0.513,-0.0191,-0.0191,-0.395,0.6963,0.0645,0.0645,1.1638,0.256
"8749",102638403,102638403,"","Gm34980","predicted gene, 34980",0.2574,0.6049,0.4255,0.0241,0.0241,0.0977,0.923,0.1827,0.1827,0.7666,0.4509,-0.339,-0.339,-1.1687,0.2541
"8750",68479,68479,"ENSMUSG00000061360","Phf5a","PHD finger protein 5A",0.2576,0.6052,0.4256,0.0789,0.0789,0.9746,0.3396,0.0629,0.0629,0.7908,0.4369,-0.0744,-0.0744,-0.8104,0.4257
"8751",20815,20815,"ENSMUSG00000004865","Srpk1","serine/arginine-rich protein specific kinase 1",0.2577,0.6054,0.4256,0.0748,0.0748,1.5602,0.1319,0.012,0.012,0.2561,0.8001,-0.0064,-0.0064,-0.1192,0.9062
"8752",208292,208292,"ENSMUSG00000024298","Zfp871","zinc finger protein 871",0.2577,0.6054,0.4257,0.0052,0.0052,0.0664,0.9476,0.114,0.114,1.4802,0.152,0.1082,0.1082,1.2202,0.2343
"8753",26431,26431,"ENSMUSG00000041890","Git2","GIT ArfGAP 2",0.2578,0.6055,0.4257,0.0117,0.0117,0.3214,0.7507,-0.0036,-0.0036,-0.1011,0.9203,-0.0616,-0.0616,-1.4972,0.1475
"8754",18810,18810,"ENSMUSG00000022565","Plec","plectin",0.2579,0.6055,0.4259,-0.0202,-0.0202,-0.3004,0.7665,-0.1151,-0.1151,-1.7502,0.093,-0.0659,-0.0659,-0.8704,0.3928
"8755",75388,75388,"ENSMUSG00000025977","Boll","boule homolog, RNA binding protein",0.2578,0.6055,0.4258,0.0087,0.0087,0.0766,0.9395,0.1372,0.1372,1.2415,0.2265,0.1907,0.1907,1.5309,0.139
"8756",74343,74343,"ENSMUSG00000027936","Crtc2","CREB regulated transcription coactivator 2",0.2579,0.6055,0.4259,0.0745,0.0745,1.5783,0.1277,0.0213,0.0213,0.4577,0.6513,-0.0094,-0.0094,-0.1763,0.8615
"8757",100041546,100041546,"ENSMUSG00000022584","Ly6c2","lymphocyte antigen 6 family memberC2",0.2578,0.6055,0.4258,1.459,1.459,1.8484,0.077,0.9165,0.9165,1.1434,0.2643,1.5159,1.5159,1.7907,0.0861
"8758",21340,21340,"ENSMUSG00000059669","Taf1b","TATA-box binding protein associated factor, RNA polymerase I, B",0.2579,0.6055,0.426,-0.019,-0.019,-0.315,0.7555,-0.0951,-0.0951,-1.5971,0.1234,0.0044,0.0044,0.0647,0.949
"8759",105242836,105242836,"","Gm38935","predicted gene, 38935",0.258,0.6056,0.426,0.267,0.267,1.2805,0.2127,0.2447,0.2447,1.1918,0.2451,-0.0871,-0.0871,-0.3609,0.7214
"8760",626316,626316,"ENSMUSG00000066009","Zfp987","zinc finger protein 987",0.2581,0.6058,0.4261,1.3153,1.3153,1.9716,0.0604,1.1081,1.1081,1.6628,0.1095,1.3171,1.3171,1.8278,0.0802
"8761",66834,66834,"ENSMUSG00000006717","Acot13","acyl-CoA thioesterase 13",0.2581,0.6058,0.4261,-0.0522,-0.0522,-0.7513,0.4598,-0.085,-0.085,-1.2497,0.2236,0.0453,0.0453,0.5833,0.5651
"8762",22640,22640,"ENSMUSG00000055835","Zfp1","zinc finger protein 1",0.2581,0.6058,0.4261,-0.1274,-0.1274,-2.0726,0.0492,-0.0806,-0.0806,-1.3436,0.1918,-0.0783,-0.0783,-1.1419,0.2649
"8763",12672,12672,"ENSMUSG00000040495","Chrm4","cholinergic receptor, muscarinic 4",0.2582,0.6058,0.4262,0.0696,0.0696,0.7023,0.4893,0.0035,0.0035,0.0355,0.972,-0.1382,-0.1382,-1.222,0.2337
"8764",319530,319530,"ENSMUSG00000039238","Zfp750","zinc finger protein 750",0.2582,0.6058,0.4262,-0.2216,-0.2216,-0.7875,0.4388,-0.0043,-0.0043,-0.0161,0.9873,0.3238,0.3238,1.1053,0.2801
"8765",229725,229725,"ENSMUSG00000027884","Clcc1","chloride channel CLIC-like 1",0.2583,0.6059,0.4263,-0.0293,-0.0293,-0.6077,0.5491,-0.0531,-0.0531,-1.1229,0.2727,0.0395,0.0395,0.737,0.4683
